Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Urban Population,SP.URB.TOTL.IN.ZS,Curacao,CUW,89.352,89.272,89.203,89.145,89.098,89.062,89.038
Urban Population,SP.URB.TOTL.IN.ZS,Cyprus,CYP,66.946,66.881,66.836,66.81,66.805,66.821,66.856
Urban Population,SP.URB.TOTL.IN.ZS,Czechia,CZE,73.477,73.57,73.675,73.792,73.921,74.061,74.214
Urban Population,SP.URB.TOTL.IN.ZS,Denmark,DNK,87.526,87.642,87.757,87.874,87.994,88.116,88.24
Urban Population,SP.URB.TOTL.IN.ZS,Djibouti,DJI,77.417,77.528,77.648,77.777,77.915,78.062,78.217
Urban Population,SP.URB.TOTL.IN.ZS,Dominica,DMA,69.579,69.88,70.181,70.483,70.786,71.09,71.395
Urban Population,SP.URB.TOTL.IN.ZS,Dominican Republic,DOM,78.566,79.436,80.277,81.074,81.828,82.54,83.213
Urban Population,SP.URB.TOTL.IN.ZS,Early-demographic dividend,EAR,43.8666208,44.26790724,44.66148096,45.06071302,45.46640758,45.86600603,46.27095445
Urban Population,SP.URB.TOTL.IN.ZS,East Asia & Pacific,EAS,56.43863813,57.322206,58.19723907,59.05470367,59.89091781,60.69866292,61.47333099
Urban Population,SP.URB.TOTL.IN.ZS,East Asia & Pacific (excluding high income),EAP,52.70506808,53.70101089,54.68864472,55.65180403,56.58741042,57.4947267,58.37381669
Urban Population,SP.URB.TOTL.IN.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,52.59860876,53.60477535,54.60234916,55.57485293,56.51921039,57.43471789,58.32141779
Urban Population,SP.URB.TOTL.IN.ZS,Ecuador,ECU,63.398,63.534,63.67,63.821,63.986,64.166,64.361
Urban Population,SP.URB.TOTL.IN.ZS,"Egypt, Arab Rep.",EGY,42.785,42.732,42.705,42.704,42.73,42.783,42.862
Urban Population,SP.URB.TOTL.IN.ZS,El Salvador,SLV,69.7,70.501,71.275,72.023,72.746,73.444,74.118
Urban Population,SP.URB.TOTL.IN.ZS,Equatorial Guinea,GNQ,70.616,71.138,71.646,72.143,72.627,73.1,73.561
Urban Population,SP.URB.TOTL.IN.ZS,Eritrea,ERI,38.206,38.827,39.451,40.08,40.712,41.347,41.985
Urban Population,SP.URB.TOTL.IN.ZS,Estonia,EST,68.416,68.563,68.717,68.88,69.051,69.229,69.415
Urban Population,SP.URB.TOTL.IN.ZS,Eswatini,SWZ,23.3,23.459,23.625,23.799,23.981,24.171,24.369
Urban Population,SP.URB.TOTL.IN.ZS,Ethiopia,ETH,19.428,19.866,20.31,20.763,21.225,21.695,22.174
Urban Population,SP.URB.TOTL.IN.ZS,Euro area,EMU,76.09169369,76.30816271,76.52953557,76.75604733,76.99715743,77.23162312,77.47596426
Urban Population,SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,71.63713899,71.82160514,72.01060519,72.20641819,72.40933909,72.61290371,72.81590693
Urban Population,SP.URB.TOTL.IN.ZS,Europe & Central Asia (excluding high income),ECA,62.65019238,62.87812344,63.10567293,63.34129863,63.58325159,63.81209432,64.03056592
Urban Population,SP.URB.TOTL.IN.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,65.84216487,65.99338628,66.1521782,66.31998053,66.49712422,66.67436781,66.85341973
Urban Population,SP.URB.TOTL.IN.ZS,European Union,EUU,73.90777231,74.1046243,74.30702668,74.5169354,74.73866338,74.96054007,75.19643072
Urban Population,SP.URB.TOTL.IN.ZS,Faroe Islands,FRO,41.638,41.777,41.914,42.064,42.225,42.398,42.583
Urban Population,SP.URB.TOTL.IN.ZS,Fiji,FJI,54.726,55.235,55.742,56.248,56.75,57.247,57.74
Urban Population,SP.URB.TOTL.IN.ZS,Finland,FIN,85.225,85.275,85.325,85.382,85.446,85.517,85.596
Urban Population,SP.URB.TOTL.IN.ZS,Fragile and conflict affected situations,FCS,41.83911693,42.21469672,42.58123527,42.92991954,43.27936038,43.65450859,44.04926829
Urban Population,SP.URB.TOTL.IN.ZS,France,FRA,79.655,79.917,80.18,80.444,80.709,80.975,81.242
Urban Population,SP.URB.TOTL.IN.ZS,French Polynesia,PYF,61.683,61.734,61.784,61.834,61.897,61.975,62.066
Urban Population,SP.URB.TOTL.IN.ZS,Gabon,GAB,88.118,88.559,88.976,89.37,89.741,90.092,90.423
Urban Population,SP.URB.TOTL.IN.ZS,"Gambia, The",GMB,59.228,59.918,60.599,61.27,61.931,62.582,63.222
Urban Population,SP.URB.TOTL.IN.ZS,Georgia,GEO,57.448,57.837,58.231,58.632,59.039,59.453,59.872
Urban Population,SP.URB.TOTL.IN.ZS,Germany,DEU,77.2,77.224,77.261,77.312,77.376,77.453,77.544
Urban Population,SP.URB.TOTL.IN.ZS,Ghana,GHA,54.086,54.749,55.407,56.06,56.707,57.349,57.985
Urban Population,SP.URB.TOTL.IN.ZS,Gibraltar,GIB,100,100,100,100,100,100,100
Urban Population,SP.URB.TOTL.IN.ZS,Greece,GRC,78.046,78.387,78.724,79.058,79.388,79.715,80.038
Urban Population,SP.URB.TOTL.IN.ZS,Greenland,GRL,86.071,86.326,86.574,86.816,87.052,87.282,87.507
Urban Population,SP.URB.TOTL.IN.ZS,Grenada,GRD,35.997,36.072,36.164,36.272,36.396,36.537,36.694
Urban Population,SP.URB.TOTL.IN.ZS,Guam,GUM,94.534,94.617,94.699,94.78,94.859,94.938,95.015
Urban Population,SP.URB.TOTL.IN.ZS,Guatemala,GTM,49.971,50.319,50.68,51.054,51.439,51.836,52.245
Urban Population,SP.URB.TOTL.IN.ZS,Guinea,GIN,35.141,35.46,35.793,36.14,36.5,36.875,37.264
Urban Population,SP.URB.TOTL.IN.ZS,Guinea-Bissau,GNB,42.123,42.533,42.945,43.36,43.777,44.196,44.617
Urban Population,SP.URB.TOTL.IN.ZS,Guyana,GUY,26.441,26.482,26.538,26.606,26.689,26.786,26.897
Urban Population,SP.URB.TOTL.IN.ZS,Haiti,HTI,52.427,53.396,54.346,55.278,56.192,57.088,57.964
Urban Population,SP.URB.TOTL.IN.ZS,Heavily indebted poor countries (HIPC),HPC,34.68723235,35.15007875,35.61293249,36.0789578,36.55075935,37.02938085,37.51579432
Urban Population,SP.URB.TOTL.IN.ZS,High income,HIC,79.62743484,79.80232136,79.98073971,80.16335902,80.35502653,80.54362111,80.72959612
Urban Population,SP.URB.TOTL.IN.ZS,Honduras,HND,55.165,55.813,56.457,57.096,57.73,58.359,58.982
Urban Population,SP.URB.TOTL.IN.ZS,"Hong Kong SAR, China",HKG,100,100,100,100,100,100,100
Urban Population,SP.URB.TOTL.IN.ZS,Hungary,HUN,70.5,70.779,71.062,71.351,71.644,71.942,72.245
Urban Population,SP.URB.TOTL.IN.ZS,IBRD only,IBD,,,,,,,
Urban Population,SP.URB.TOTL.IN.ZS,Iceland,ISL,93.7,93.735,93.773,93.813,93.855,93.898,93.944
Urban Population,SP.URB.TOTL.IN.ZS,IDA & IBRD total,IBT,48.75382901,49.29799652,49.83681591,50.36851679,50.89214453,51.40340613,51.9057051
Urban Population,SP.URB.TOTL.IN.ZS,IDA blend,IDB,,,,,,,
Urban Population,SP.URB.TOTL.IN.ZS,IDA only,IDX,,,,,,,
Urban Population,SP.URB.TOTL.IN.ZS,IDA total,IDA,,,,,,,
Urban Population,SP.URB.TOTL.IN.ZS,India,IND,32.777,33.182,33.6,34.03,34.472,34.926,35.393
Urban Population,SP.URB.TOTL.IN.ZS,Indonesia,IDN,53.313,53.989,54.659,55.325,55.985,56.641,57.29
Urban Population,SP.URB.TOTL.IN.ZS,"Iran, Islamic Rep.",IRN,73.358,73.88,74.394,74.898,75.391,75.874,76.345
Urban Population,SP.URB.TOTL.IN.ZS,Iraq,IRQ,69.921,70.094,70.278,70.473,70.678,70.893,71.119
Urban Population,SP.URB.TOTL.IN.ZS,Ireland,IRL,62.538,62.737,62.947,63.17,63.405,63.653,63.912
Urban Population,SP.URB.TOTL.IN.ZS,Isle of Man,IMN,52.245,52.343,52.458,52.588,52.735,52.898,53.076
Urban Population,SP.URB.TOTL.IN.ZS,Israel,ISR,92.179,92.256,92.336,92.418,92.501,92.587,92.674
